0.000000000000000000e+00,9.545308808256572775e+01
1.010101010101010083e-01,9.401092930834514050e+01
2.020202020202020166e-01,9.095906062487641464e+01
3.030303030303030387e-01,8.686507177322292250e+01
4.040404040404040331e-01,8.375345444961388353e+01
5.050505050505050830e-01,7.715857876550100514e+01
6.060606060606060774e-01,7.531614964238808341e+01
7.070707070707070718e-01,7.549753659702008690e+01
8.080808080808080662e-01,5.647697254551560775e+01
9.090909090909090606e-01,6.199327765706828330e+01
1.010101010101010166e+00,5.844380197933042353e+01
1.111111111111111160e+00,6.239555005387462927e+01
1.212121212121212155e+00,5.728004657292684243e+01
1.313131313131313149e+00,5.508313237953959174e+01
1.414141414141414144e+00,4.554484964728934671e+01
1.515151515151515138e+00,4.277707409035797070e+01
1.616161616161616132e+00,5.150162129209328299e+01
1.717171717171717127e+00,4.291471829929986370e+01
1.818181818181818121e+00,3.828433056609781460e+01
1.919191919191919116e+00,4.255232902326370947e+01
2.020202020202020332e+00,3.223580766532548125e+01
2.121212121212121104e+00,3.879930941588022364e+01
2.222222222222222321e+00,2.547784633864718273e+01
2.323232323232323093e+00,3.225928464390014483e+01
2.424242424242424310e+00,2.459363986762317467e+01
2.525252525252525082e+00,2.408555695083001424e+01
2.626262626262626299e+00,2.696333784775590559e+01
2.727272727272727071e+00,2.698123575014400544e+01
2.828282828282828287e+00,2.878207696520733805e+01
2.929292929292929060e+00,1.861099812730507708e+01
3.030303030303030276e+00,1.938655126652733784e+01
3.131313131313131048e+00,2.273310307742965009e+01
3.232323232323232265e+00,1.615186880071687625e+01
3.333333333333333481e+00,1.983147248548203478e+01
3.434343434343434254e+00,2.415100128877453045e+01
3.535353535353535470e+00,1.258307979408231247e+01
3.636363636363636243e+00,1.503505274668309966e+01
3.737373737373737459e+00,1.738648829651437921e+01
3.838383838383838231e+00,1.492288945585659654e+01
3.939393939393939448e+00,8.955657048092477979e+00
4.040404040404040664e+00,3.615143626108054065e+00
4.141414141414140992e+00,2.545409228975300309e+00
4.242424242424242209e+00,1.541418288949300219e+01
4.343434343434343425e+00,1.445917698471295409e+01
4.444444444444444642e+00,1.634274147521082909e+01
4.545454545454544970e+00,1.502815846721638593e+01
4.646464646464646187e+00,8.871329121964883768e+00
4.747474747474747403e+00,1.396118125993622527e+01
4.848484848484848619e+00,3.055491654657195966e+00
4.949494949494949836e+00,7.376484256107328719e+00
5.050505050505050164e+00,1.232926028269221064e+01
5.151515151515151381e+00,9.894352669660957389e+00
5.252525252525252597e+00,6.957703165104303977e+00
5.353535353535353813e+00,2.490811676982018774e+00
5.454545454545454142e+00,2.504806179936922561e-01
5.555555555555555358e+00,4.706342539732816910e+00
5.656565656565656575e+00,4.635148407019023864e+00
5.757575757575757791e+00,1.032308229423420798e+01
5.858585858585858119e+00,-2.495115542076000281e+00
5.959595959595959336e+00,5.548624598043245371e+00
6.060606060606060552e+00,1.906504619023597158e+01
6.161616161616161769e+00,1.618467432098011471e+00
6.262626262626262097e+00,5.028678894597398141e+00
6.363636363636363313e+00,1.076453614175219897e+00
6.464646464646464530e+00,1.031121761501684553e+00
6.565656565656565746e+00,7.257029380252831174e+00
6.666666666666666963e+00,8.307951272851514801e+00
6.767676767676767291e+00,6.268851611276764046e+00
6.868686868686868507e+00,1.579788262776817831e-01
6.969696969696969724e+00,4.477036269073519037e+00
7.070707070707070940e+00,1.225760475854860942e+01
7.171717171717171269e+00,-5.656473182585369130e+00
7.272727272727272485e+00,3.798017519055670643e+00
7.373737373737373701e+00,-2.750468554836414281e+00
7.474747474747474918e+00,6.824064415058299637e-01
7.575757575757575246e+00,5.522940019316044946e-01
7.676767676767676463e+00,-1.962155649570221261e+00
7.777777777777777679e+00,9.655399944687896863e+00
7.878787878787878896e+00,8.288567692122477126e+00
7.979797979797979224e+00,6.999595279572798034e+00
8.080808080808081328e+00,2.244339497537322536e+00
8.181818181818181657e+00,-3.761294303999921596e+00
8.282828282828281985e+00,1.070273333888835943e+01
8.383838383838384090e+00,1.441779194215985438e+00
8.484848484848484418e+00,-8.376647987972928533e+00
8.585858585858586522e+00,3.611403975894671881e+00
8.686868686868686851e+00,8.404043410112560508e+00
8.787878787878787179e+00,5.668287233045999685e+00
8.888888888888889284e+00,1.220666499665891136e+00
8.989898989898989612e+00,3.462559358259539088e+00
9.090909090909089940e+00,4.789918698074602688e+00
9.191919191919192045e+00,9.637521348462893656e+00
9.292929292929292373e+00,7.998246022469890804e+00
9.393939393939394478e+00,-1.361907395520607800e+00
9.494949494949494806e+00,5.743157862521348633e-01
9.595959595959595134e+00,-8.804752855480841855e-01
9.696969696969697239e+00,-6.639053273177376369e+00
9.797979797979797567e+00,3.464884195841487546e+00
9.898989898989899672e+00,-1.515262347634812601e-01
1.000000000000000000e+01,-7.911971994546433962e+00
